MLP,previous_ngram_notes,4,1,identity,False,False,"[('0.282', '0.281'), ('0.307', '0.280'), ('0.313', '0.183'), ('0.309', '0.228'), ('0.301', '0.225'), ('0.310', '0.303'), ('0.339', '0.176'), ('0.294', '0.333'), ('0.298', '0.243'), ('0.309', '0.196')]","('0.3062', '0.2448')"
MLP,previous_ngram_notes,4,1,relu,False,False,"[('0.340', '0.359'), ('0.360', '0.327'), ('0.368', '0.204'), ('0.366', '0.203'), ('0.369', '0.197'), ('0.367', '0.303'), ('0.386', '0.165'), ('0.355', '0.295'), ('0.367', '0.314'), ('0.363', '0.196')]","('0.3641', '0.2563')"
MLP,previous_ngram_notes,4,1,logistic,False,False,"[('0.305', '0.328'), ('0.305', '0.290'), ('0.319', '0.183'), ('0.300', '0.342'), ('0.312', '0.211'), ('0.334', '0.192'), ('0.321', '0.153'), ('0.300', '0.321'), ('0.302', '0.100'), ('0.308', '0.216')]","('0.3106', '0.2336')"
MLP,previous_ngram_notes,4,1,tanh,False,False,"[('0.310', '0.312'), ('0.325', '0.280'), ('0.351', '0.183'), ('0.353', '0.190'), ('0.330', '0.225'), ('0.330', '0.293'), ('0.301', '0.188'), ('0.320', '0.385'), ('0.344', '0.314'), ('0.342', '0.216')]","('0.3306', '0.2586')"
MLP,previous_ngram_notes,4,1,identity,True,False,"[('0.862', '0.969'), ('0.868', '0.935'), ('0.871', '0.914'), ('0.890', '0.772'), ('0.868', '0.845'), ('0.864', '0.949'), ('0.892', '0.694'), ('0.868', '0.885'), ('0.879', '0.900'), ('0.889', '0.667')]","('0.8751', '0.8530')"
MLP,previous_ngram_notes,4,1,relu,True,False,"[('0.880', '0.969'), ('0.877', '0.944'), ('0.876', '0.914'), ('0.895', '0.772'), ('0.884', '0.845'), ('0.881', '0.960'), ('0.896', '0.694'), ('0.875', '0.897'), ('0.887', '0.900'), ('0.901', '0.686')]","('0.8852', '0.8581')"
MLP,previous_ngram_notes,4,1,logistic,True,False,"[('0.795', '0.938'), ('0.779', '0.897'), ('0.817', '0.860'), ('0.821', '0.722'), ('0.820', '0.746'), ('0.593', '0.576'), ('0.636', '0.424'), ('0.763', '0.731'), ('0.596', '0.543'), ('0.609', '0.275')]","('0.7229', '0.6712')"
MLP,previous_ngram_notes,4,1,tanh,True,False,"[('0.826', '0.938'), ('0.861', '0.925'), ('0.854', '0.914'), ('0.882', '0.747'), ('0.837', '0.761'), ('0.843', '0.909'), ('0.886', '0.671'), ('0.839', '0.821'), ('0.876', '0.900'), ('0.881', '0.667')]","('0.8585', '0.8253')"
MLP,previous_ngram_notes,4,1,identity,True,True,"[('0.289', '0.453'), ('0.305', '0.290'), ('0.319', '0.183'), ('0.295', '0.380'), ('0.312', '0.211'), ('0.299', '0.182'), ('0.321', '0.153'), ('0.300', '0.321'), ('0.302', '0.100'), ('0.308', '0.216')]","('0.3050', '0.2489')"
MLP,previous_ngram_notes,4,1,relu,True,True,"[('0.289', '0.453'), ('0.305', '0.290'), ('0.319', '0.183'), ('0.295', '0.380'), ('0.312', '0.211'), ('0.299', '0.182'), ('0.321', '0.153'), ('0.300', '0.321'), ('0.302', '0.100'), ('0.308', '0.216')]","('0.3050', '0.2489')"
MLP,previous_ngram_notes,4,1,logistic,True,True,"[('0.289', '0.453'), ('0.305', '0.290'), ('0.319', '0.183'), ('0.295', '0.380'), ('0.312', '0.211'), ('0.299', '0.182'), ('0.321', '0.153'), ('0.300', '0.321'), ('0.302', '0.100'), ('0.308', '0.216')]","('0.3050', '0.2489')"
MLP,previous_ngram_notes,4,1,tanh,True,True,"[('0.289', '0.453'), ('0.305', '0.290'), ('0.319', '0.183'), ('0.295', '0.380'), ('0.312', '0.211'), ('0.299', '0.182'), ('0.321', '0.153'), ('0.300', '0.321'), ('0.302', '0.100'), ('0.308', '0.216')]","('0.3050', '0.2489')"
